CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
RMMM8F401X,9,53,62,2,7,9,8,15,23
RMTF010006,73,72,145,11,20,31,11,22,33
VBEE814032,6,57,63,2,13,15,6,26,32
ATEE80803A,0,43,43,0,10,10,4,25,29
CZSD002503,27,54,81,2,12,14,0,0,0
TSEE81601N,1,12,13,0,0,0,1,8,9
VAMM83302P,10,34,44,2,13,15,5,24,29
MIMM8B501R,11,31,42,4,7,11,6,32,38
ALMM81801R,3,25,28,1,8,9,8,25,33
BGMM84402L,10,43,53,3,10,13,5,24,29
TOEE81402C,2,33,35,0,6,6,4,16,20
PGRC00201N,31,64,95,4,20,24,2,19,21
BSEE86301E,2,40,42,0,8,8,11,17,28
PAEE812027,5,41,46,0,10,10,13,10,23
VIEE83302D,2,54,56,0,13,13,2,25,27
TOEE895025,1,40,41,1,9,10,5,20,25
ATMM80103E,15,21,36,4,5,9,10,26,36
RIEE823036,3,38,41,1,11,12,2,17,19
PETF00301C,40,73,113,6,23,29,9,23,32
PCEE007011,2,75,77,0,13,13,3,23,26
BIEE80102C,3,50,53,0,11,11,9,20,29
BAPC18000X,19,76,95,4,15,19,10,10,20
NAMM8C801C,5,15,20,2,6,8,7,14,21
CNMM161008,5,15,20,2,6,8,7,14,21
CEEE80801Q,2,78,80,0,15,15,14,23,37
PAMM870015,8,33,41,3,17,20,8,13,21
TVEE84504E,5,50,55,0,9,9,1,18,19
RMMM67000C,5,50,55,0,9,9,1,18,19
VIEE88702T,4,27,31,0,5,5,5,25,30
NAEE8FF02P,3,68,71,2,19,21,10,20,30
NAPM13301R,32,62,94,7,36,43,10,12,22
PDEE896027,4,93,97,2,19,21,11,29,40
LCEE82001L,1,52,53,0,13,13,5,17,22
SREE70201A,1,52,53,0,13,13,5,17,22
VCEE804021,1,45,46,0,17,17,3,21,24
BLEE82806E,4,44,48,1,8,9,13,14,27
CSEE8AR03B,3,53,56,1,12,13,14,12,26
PVTF00701L,53,75,128,9,18,27,10,22,32
RMMM8E4019,13,37,50,6,14,20,4,22,26
SVPS02000D,13,37,50,6,14,20,4,22,26
RCMM71001G,13,37,50,6,14,20,4,22,26
LCEE82602L,5,89,94,0,28,28,9,24,33
MBEE81201L,3,40,43,1,9,10,3,15,18
CAMM833011,9,11,20,1,2,3,4,11,15
MBPM06000E,22,76,98,4,6,10,6,19,25
CHEE84201X,0,34,34,0,14,14,4,18,22
SSEE808081,1,53,54,0,14,14,4,27,31
BSMM85402Q,13,35,48,2,4,6,6,33,39
BSEE895023,7,46,53,2,6,8,7,17,24
PATD03201Q,46,147,193,16,61,77,23,19,42
PZRH02852T,46,89,135,4,23,27,0,0,0
SAEE8AG02X,1,19,20,0,1,1,12,6,18
CSTF063012,39,72,111,4,25,29,16,14,30
CSPS07901D,34,66,100,0,6,6,8,17,25
ARRI004014,29,51,80,1,7,8,8,17,25
PCPC010004,33,103,136,4,9,13,8,30,38
COEE83003G,1,57,58,0,14,14,3,20,23
NAEE119078,2,58,60,1,21,22,6,15,21
BARI013502,57,80,137,6,15,21,0,0,0
CHEE03601N,2,50,52,0,12,12,1,23,24
CNMM86602G,13,55,68,4,11,15,5,36,41
BAEE82901D,0,45,45,0,17,17,6,18,24
NAMM8EG02V,0,45,45,0,17,17,6,18,24
MBEE8F901C,4,57,61,0,18,18,2,23,25
PAMM72301P,4,57,61,0,18,18,2,23,25
CAEE882028,1,47,48,0,20,20,2,20,22
ROMM803024,15,36,51,6,6,12,8,25,33
NAPC130004,15,81,96,3,9,12,7,17,24
SOEE81801N,2,51,53,0,9,9,3,21,24
NAPS22000D,18,108,126,2,8,10,9,21,30
CTPS042023,33,77,110,5,34,39,20,11,31
UDPS011015,60,81,141,6,26,32,17,44,61
NAPM06801V,22,70,92,3,12,15,9,11,20
LUTN01201V,40,86,126,1,23,24,6,26,32
BNEE81705N,0,46,46,0,15,15,4,17,21
RNMM804016,8,31,39,3,4,7,7,29,36
CTPS10000Q,23,98,121,3,13,16,8,21,29
MBSL062013,57,73,130,8,22,30,11,21,32
AVMM87003G,5,23,28,1,4,5,6,19,25
COEE83901X,1,49,50,0,10,10,3,23,26
MEEE81805G,2,42,44,0,11,11,6,20,26
BAEE011019,2,42,44,0,11,11,6,20,26
SSSD020006,56,81,137,20,35,55,3,26,29
PSEE80402T,2,29,31,0,6,6,6,15,21
RNMM81901X,18,45,63,5,7,12,6,32,38
PSMM84002X,5,18,23,2,2,4,4,31,35
ANMM834019,7,31,38,1,8,9,5,21,26
APRA00801E,45,101,146,6,34,40,34,45,79
FGEE864015,2,39,41,0,14,14,16,8,24
BOEE80601Q,5,71,76,2,16,18,6,25,31
RCEE87402D,1,61,62,0,24,24,14,11,25
NAPS046011,16,55,71,3,13,16,12,11,23
TREE803036,3,30,33,1,8,9,1,16,17
TOEE87105Q,3,61,64,1,18,19,6,31,37
MOEE84803T,10,122,132,7,35,42,5,37,42
TVMM87101V,9,50,59,2,9,11,11,24,35
RGEE01400L,2,54,56,0,18,18,3,20,23
REMM820018,6,24,30,0,4,4,2,14,16
MBMM8CL011,7,33,40,0,6,6,3,22,25
VIEE86601Q,7,33,40,0,6,6,3,22,25
FGTD00101A,25,36,61,6,4,10,12,3,15
CTEE703012,25,36,61,6,4,10,12,3,15
CBMM850019,13,35,48,2,12,14,2,24,26
PIMM837017,5,25,30,1,7,8,6,20,26
VAEE81407G,5,72,77,2,18,20,6,25,31
SIRC00401G,56,151,207,14,57,71,18,29,47
RMEE813036,5,91,96,3,17,20,10,16,26
CTEE808012,2,45,47,0,14,14,9,15,24
FREE844011,2,68,70,2,12,14,7,22,29
BAEE19200T,1,40,41,0,9,9,8,11,19
AQMM843019,9,34,43,5,19,24,5,24,29
TOEE8AA043,4,74,78,1,14,15,7,34,41
MIMM8FC01G,12,24,36,4,9,13,4,23,27
VREE832033,0,48,48,0,13,13,4,27,31
TPMM837011,12,36,48,4,18,22,8,13,21
ORSL01101E,12,36,48,4,18,22,8,13,21
SSEE84404X,1,72,73,1,22,23,7,24,31
GEEE853029,2,59,61,1,13,14,7,23,30
CTEE82502R,3,79,82,2,28,30,8,27,35
PSMM81702V,9,34,43,2,9,11,6,34,40
PIMM816016,6,36,42,2,9,11,1,31,32
LUEE828027,1,37,38,0,9,9,2,23,25
VVMM04300G,1,37,38,0,9,9,2,23,25
AVSD02401Q,1,37,38,0,9,9,2,23,25
PGPM010004,24,116,140,2,19,21,1,27,28
ENEE81902R,7,46,53,0,15,15,14,11,25
TPEE845033,2,56,58,0,16,16,9,16,25
BNEE850048,2,32,34,1,8,9,9,11,20
MCEE82502A,2,33,35,1,6,7,3,18,21
BOEE867039,8,87,95,4,26,30,10,20,30
LUEE829023,1,38,39,1,8,9,4,26,30
CTEE84204L,2,59,61,1,29,30,8,15,23
BNEE855029,2,45,47,1,8,9,9,18,27
RMEE22101T,4,106,110,0,25,25,5,25,30
PSMM83301Q,9,32,41,2,11,13,7,33,40
LERI01601X,57,75,132,10,11,21,14,13,27
PNEE81702L,4,43,47,2,7,9,1,16,17
CTRA00601C,44,49,93,5,11,16,18,19,37
FGTD08000A,51,96,147,12,38,50,17,11,28
TAEE85103D,3,58,61,0,16,16,4,20,24
ROTF01101N,46,51,97,1,3,4,10,22,32
TVMM85801C,2,21,23,0,3,3,3,17,20
BSMM8AL01C,4,36,40,2,6,8,3,23,26
TOEE8BT027,6,81,87,3,29,32,11,32,43
SAEE896043,1,66,67,1,13,14,7,15,22
NAMM8F101D,7,18,25,2,7,9,4,15,19
VIMM84001E,8,44,52,2,9,11,11,23,34
TOEE8B3027,4,93,97,2,17,19,10,23,33
CSEE8AT02B,0,32,32,0,7,7,5,13,18
BGMM85103R,7,19,26,0,4,4,2,24,26
TOEE89903D,3,42,45,0,8,8,2,28,30
TOEE8BQ019,2,84,86,1,18,19,8,29,37
CAEE037009,3,55,58,1,15,16,3,14,17
BSEE87001N,3,45,48,1,3,4,8,20,28
TOEE8BX02E,3,66,69,2,21,23,4,28,32
LIRI00601L,66,97,163,10,31,41,17,30,47
CSEE8AK01E,8,103,111,2,32,34,11,21,32
TPEE829035,6,69,75,2,26,28,23,10,33
RIEE829013,0,45,45,0,14,14,1,24,25
RMMM85901C,7,35,42,3,5,8,6,21,27
AQEE836017,0,34,34,0,9,9,4,17,21
VEEE85001V,0,41,41,0,10,10,10,18,28
TPEE80504N,1,16,17,0,5,5,7,2,9
CZMM848014,7,19,26,1,3,4,9,16,25
VEEE81403T,1,26,27,0,4,4,8,12,20
TAEE811011,2,33,35,0,8,8,4,14,18
RCEE805078,0,73,73,0,22,22,10,27,37
CEPC00401T,30,68,98,4,7,11,10,15,25
UDMM813017,4,15,19,1,1,2,1,15,16
BOMM809016,10,23,33,2,5,7,7,23,30
VBEE81707N,5,79,84,1,22,23,8,27,35
SVMM812023,3,37,40,0,7,7,10,19,29
CZRH01101R,35,75,110,4,24,28,13,16,29
TPEE81301D,3,50,53,2,12,14,7,11,18
BGRF026506,33,94,127,7,21,28,0,0,0
CLTF020005,59,48,107,4,9,13,13,16,29
MEEE84702C,1,44,45,0,8,8,12,13,25
APEE81006N,2,85,87,0,32,32,7,27,34
ATTA00402X,2,85,87,0,32,32,7,27,34
TARI037507,65,93,158,1,15,16,0,0,0
CNEE83704P,0,39,39,0,12,12,2,20,22
TAEE083032,3,60,63,1,12,13,9,12,21
RMEE8EN016,1,35,36,0,8,8,5,13,18
VEMM81001B,11,25,36,4,4,8,4,15,19
PTRC002019,57,129,186,15,59,74,12,28,40
VEEE86603E,8,92,100,4,29,33,2,29,31
BSEE85404V,3,71,74,0,12,12,6,33,39
BGEE885031,3,71,74,0,12,12,6,33,39
SVEE817038,5,59,64,3,16,19,10,26,36
MITD02701T,24,69,93,1,7,8,6,18,24
TVEE883027,2,60,62,0,10,10,6,24,30
BSEE845011,3,48,51,1,9,10,4,22,26
CHEE841058,3,48,51,1,9,10,4,22,26
GOPC002019,11,23,34,1,0,1,5,7,12
BREE81402V,11,23,34,1,0,1,5,7,12
MEEE85202X,4,63,67,2,22,24,6,18,24
PCPM010008,23,107,130,1,18,19,5,34,39
FRTF026023,62,76,138,3,19,22,13,25,38
PCEE81603R,2,75,77,1,15,16,3,36,39
VEEE861019,6,71,77,1,16,17,0,30,30
RGEE809059,4,50,54,0,13,13,15,18,33
FRPS009016,33,78,111,1,13,14,7,20,27
MIRC061012,41,105,146,8,32,40,9,22,31
CHEE82303L,41,105,146,8,32,40,9,22,31
ARRI00801B,97,113,210,23,29,52,9,32,41
BATD01350L,57,80,137,6,15,21,0,0,0
CSMM82301X,15,20,35,1,6,7,11,11,22
CSEE88902L,5,50,55,1,15,16,10,9,19
BATF002014,55,95,150,3,25,28,11,21,32
CSPS068035,48,78,126,1,15,16,22,16,38
CSEE885018,3,42,45,1,8,9,3,13,16
LEEE816016,3,47,50,1,10,11,9,18,27
NAPS08000B,20,67,87,2,3,5,10,13,23
BNMM814011,1,15,16,0,2,2,7,11,18
GEMM808019,10,25,35,5,5,10,3,15,18
CNEE86001L,1,63,64,0,13,13,9,21,30
CTRH05001P,76,150,226,19,78,97,26,24,50
MBPS068015,45,110,155,2,13,15,14,27,41
SORH040004,33,46,79,4,15,19,10,23,33
VBEE00201P,1,47,48,0,18,18,3,18,21
PAMM8A7018,11,17,28,5,6,11,11,11,22
MIMM8GE01T,13,31,44,3,6,9,6,15,21
BOMM80601P,15,35,50,3,9,12,6,25,31
LEMM881018,11,22,33,3,3,6,12,6,18
MSEE01411Q,11,22,33,3,3,6,12,6,18
FIPM02701C,35,107,142,1,16,17,8,26,34
UDMM855019,9,32,41,1,8,9,2,28,30
POEE820036,5,101,106,0,24,24,8,41,49
BLMM81802P,11,15,26,1,3,4,8,10,18
TREE81803X,3,54,57,0,17,17,1,22,23
PAMM81703A,13,24,37,2,5,7,20,8,28
SVEE80105R,3,27,30,0,5,5,5,17,22
SAEE88003C,0,21,21,0,5,5,4,13,17
RCEE868048,5,58,63,2,14,16,10,21,31
SATN020509,10,10,20,5,3,8,6,5,11
BAEE18400V,3,51,54,0,16,16,5,16,21
ANRC01302B,74,128,202,17,43,60,17,29,46
MBEE8DP014,7,65,72,2,12,14,4,22,26
MEEE874061,4,58,62,1,19,20,11,23,34
PVEE80906V,2,47,49,0,14,14,6,15,21
VRMM853022,8,29,37,1,8,9,1,21,22
BREE826014,2,47,49,1,16,17,10,9,19
BRTD00901P,49,73,122,9,15,24,15,15,30
GEEE86302X,2,62,64,1,11,12,8,23,31
VIRI007502,74,101,175,14,32,46,0,0,0
PARA007516,29,54,83,2,17,19,0,0,0
NUEE860064,5,45,50,2,8,10,10,24,34
LIEE805024,3,49,52,1,17,18,4,25,29
PDTD007518,49,70,119,3,10,13,0,0,0
RMEE85201P,4,47,51,1,16,17,5,13,18
BOMM832028,14,18,32,3,0,3,8,28,36
MCMM804017,8,15,23,1,3,4,7,16,23
SSEE806034,2,54,56,0,9,9,3,23,26
VRRI010517,67,50,117,5,12,17,14,18,32
NARC11401V,53,50,103,10,19,29,19,10,29
SAEE83603A,0,27,27,0,7,7,10,10,20
LERF016011,57,75,132,10,11,21,14,13,27
TOEE88402P,2,59,61,2,18,20,4,23,27
BNEE85503A,2,45,47,1,8,9,9,18,27
APEE833015,0,70,70,0,24,24,5,25,30
AVTD011013,34,78,112,7,24,31,16,15,31
RNEE81101A,6,55,61,2,14,16,5,34,39
ENEE824017,7,30,37,2,6,8,16,5,21
VREE86303P,4,58,62,1,9,10,7,25,32
APMM811028,10,18,28,1,3,4,2,23,25
CZMM86501T,9,29,38,3,7,10,15,14,29
TOEE8BT016,6,81,87,3,29,32,11,32,43
VBEE81208G,3,78,81,2,24,26,8,38,46
LTMM818024,12,28,40,2,2,4,7,18,25
PNEE830045,6,69,75,1,23,24,5,28,33
MNEE82503C,4,67,71,2,20,22,9,22,31
TVEE86605L,4,56,60,1,13,14,10,24,34
KRPC010002,8,19,27,1,4,5,6,3,9
RAEE829019,5,49,54,1,6,7,7,23,30
LEEE84102X,1,41,42,0,14,14,8,11,19
SOMM81301D,2,30,32,0,5,5,3,27,30
MOEE825013,3,104,107,0,28,28,8,27,35
CNMM83001Q,7,28,35,1,8,9,5,21,26
RCEE83915R,3,73,76,1,19,20,19,15,34
NAEE02401L,0,66,66,0,26,26,8,10,18
BSMM837022,6,16,22,1,2,3,5,17,22
CEEE86804E,0,55,55,0,11,11,13,17,30
VEEE82102X,0,76,76,0,11,11,5,29,34
RGRI00250C,48,89,137,10,13,23,0,0,0
KRPS040001,5,11,16,0,3,3,3,4,7
CZRA011523,35,75,110,4,24,28,0,0,0
PNEE81305C,5,97,102,4,12,16,3,39,42
GEEE85603T,2,43,45,0,5,5,9,21,30
PNEE80901L,1,45,46,0,3,3,9,29,38
PDEE883047,10,71,81,5,12,17,12,22,34
LERC042515,71,101,172,6,28,34,0,0,0
TSEE81501T,3,50,53,1,5,6,2,22,24
PSEE81101X,3,28,31,0,11,11,4,16,20
APEE81004G,2,85,87,0,32,32,7,27,34
CBEE83009D,3,53,56,1,17,18,6,20,26
PTTF01000R,103,77,180,14,13,27,13,25,38
TOEE865018,4,67,71,0,21,21,6,31,37
PEEE810044,0,52,52,0,17,17,7,28,35
BNEE80402C,1,31,32,0,5,5,7,13,20
REMM82901P,9,29,38,4,3,7,3,32,35
PVMM800038,9,28,37,4,9,13,9,26,35
BNMM83303C,12,24,36,3,3,6,9,15,24
AVMM807056,13,30,43,0,5,5,6,24,30
RCEE815103,6,61,67,3,14,17,13,19,32
CAEE82101Q,1,26,27,0,4,4,4,15,19
PVEE819029,13,74,87,11,19,30,11,24,35
PAEE077001,2,71,73,1,25,26,18,5,23
CZMM83002X,4,18,22,0,6,6,7,24,31
RCEE829123,2,65,67,0,14,14,15,14,29
TVMM83602L,13,37,50,4,9,13,7,21,28
PAMM84801X,10,37,47,2,6,8,7,12,19
PDMM89201T,8,32,40,2,4,6,3,24,27
TOEE8A302L,7,99,106,1,29,30,11,35,46
GOTF004016,14,26,40,0,1,1,3,9,12
MISL091016,57,81,138,7,20,27,10,23,33
LERH051515,66,70,136,13,19,32,0,0,0
LEEE803025,2,40,42,1,13,14,8,14,22
CTEE8AY03P,3,60,63,0,18,18,11,21,32
NAEE8DW01C,1,55,56,0,24,24,15,9,24
LTMM840018,14,32,46,4,8,12,1,25,26
MIMM8D302B,14,32,46,4,8,12,1,25,26
BREE03001R,3,64,67,1,16,17,7,11,18
SRRI01601V,46,75,121,6,15,21,24,20,44
PCTA002503,62,153,215,13,45,58,0,0,0
GRPC00801B,41,53,94,6,14,20,7,12,19
MOTD00401A,38,70,108,3,8,11,9,22,31
RMTF010028,73,72,145,11,20,31,11,22,33
BAPS002012,55,95,150,3,25,28,11,21,32
PERA002014,23,31,54,1,11,12,15,27,42
BREE806031,1,42,43,0,15,15,8,15,23
MEEE86104R,2,98,100,1,45,46,8,22,30
VTTD00901V,24,87,111,2,17,19,8,15,23
MIMM8B601L,10,31,41,3,10,13,10,20,30
VIMM83201G,7,27,34,3,4,7,4,17,21
CSPS018012,12,34,46,0,2,2,13,9,22
ROEE808039,2,46,48,2,12,14,4,18,22
CHEE81704A,1,39,40,1,11,12,2,22,24
SAMM8AP02V,18,18,36,4,4,8,4,16,20
TRTD00701Q,51,167,218,15,64,79,10,35,45
ALEE81005B,4,28,32,1,7,8,4,15,19
BAMM889014,12,55,67,4,15,19,9,11,20
MSEE81405B,2,29,31,1,4,5,4,11,15
BAEE120011,3,55,58,1,12,13,5,12,17
PAEE8A9022,3,60,63,2,16,18,17,13,30
PIEE82805N,2,72,74,2,20,22,4,32,36
AVEE852044,3,53,56,1,14,15,2,24,26
MEEE835015,3,51,54,0,8,8,10,17,27
MIMM8GG01D,15,26,41,4,9,13,7,20,27
CHEE812047,2,42,44,0,17,17,2,22,24
PDMM874029,13,56,69,1,6,7,6,45,51
MEMM88201N,5,27,32,2,12,14,4,13,17
PDMM86301T,8,19,27,2,1,3,6,12,18
FIEE84903T,4,89,93,1,16,17,9,21,30
CAPM04000N,18,46,64,4,13,17,6,9,15
RMMM8FL014,5,18,23,1,7,8,4,25,29
LEMM83602B,9,19,28,0,5,5,12,12,24
TVEE81606L,4,87,91,1,12,13,11,24,35
BAEE81605G,4,87,91,1,12,13,11,24,35
CREE813031,4,62,66,2,14,16,6,32,38
ARMM83601R,7,36,43,1,11,12,9,22,31
PIEE832037,8,84,92,4,30,34,5,27,32
TPRI028509,52,86,138,9,39,48,0,0,0
FIMM833015,7,29,36,1,5,6,5,28,33
TEMM825018,10,44,54,2,15,17,10,28,38
BGMM82301E,10,33,43,5,5,10,2,21,23
GOEE801047,2,41,43,0,9,9,4,22,26
MSPM00101P,19,76,95,2,5,7,4,21,25
NAEE8ER02G,3,53,56,1,16,17,5,21,26
MBMM835018,15,40,55,5,12,17,5,23,28
NAEE85801P,0,46,46,0,10,10,13,15,28
TAMM84201G,5,14,19,1,3,4,11,12,23
POTF01050C,125,121,246,11,18,29,15,41,56
BATD043014,37,101,138,1,28,29,13,19,32
NAPS091507,38,69,107,3,16,19,0,0,0
BOPS01701P,31,111,142,5,17,22,10,23,33
MIMM8A201P,17,44,61,9,11,20,2,30,32
BNEE827036,3,51,54,0,12,12,13,10,23
SVMM80502X,8,18,26,2,0,2,5,22,27
NATN09801B,81,198,279,19,84,103,29,23,52
MEEE814014,4,26,30,0,1,1,12,16,28
MIMM8BX019,9,52,61,2,12,14,6,24,30
PREE818028,3,43,46,0,7,7,5,19,24
SSTH023506,32,51,83,8,15,23,0,0,0
BAEE125014,3,49,52,1,18,19,2,14,16
MCRI040004,33,45,78,4,9,13,16,15,31
VTEE81607X,5,53,58,1,17,18,3,24,27
CAEE87801G,4,84,88,1,23,24,11,24,35
NUEE860075,5,45,50,2,8,10,10,24,34
TOEE01401C,7,140,147,2,51,53,6,27,33
BAEE86401R,7,140,147,2,51,53,6,27,33
BOTD021016,29,52,81,3,12,15,7,14,21
NUMM830012,11,23,34,2,4,6,9,12,21
CTMM8A901B,4,40,44,0,8,8,8,17,25
MITF270003,46,66,112,4,8,12,8,19,27
FOEE031051,5,74,79,1,17,18,6,26,32
AGPS02201B,49,75,124,8,17,25,17,14,31
MIMM860014,9,37,46,5,6,11,6,26,32
BSRC029014,44,92,136,3,11,14,29,28,57
MIMM8EM01R,9,24,33,2,7,9,6,26,32
MOEE841011,8,109,117,3,36,39,7,26,33
BSTF006011,68,90,158,4,7,11,18,25,43
CSEE85801X,1,36,37,0,8,8,21,7,28
MIMM82001N,17,41,58,6,15,21,9,17,26
CREE80604V,1,49,50,1,5,6,5,25,30
VTMM82801V,8,30,38,2,8,10,6,19,25
BSMM895033,7,38,45,1,6,7,7,17,24
NOEE83302A,0,100,100,0,35,35,8,24,32
BRMM82901E,7,22,29,0,6,6,7,13,20
SAEE83406T,1,24,25,0,6,6,7,9,16
CSRI06351E,39,72,111,4,25,29,0,0,0
LIEE814041,1,110,111,0,51,51,7,28,35
VREE84101Q,3,26,29,0,6,6,4,15,19
NUMM85005B,8,13,21,2,1,3,2,17,19
PZEE857015,4,52,56,1,12,13,6,18,24
NAEE119045,2,58,60,1,21,22,6,15,21
ARPS02101L,15,38,53,1,5,6,1,17,18
MNTD008509,77,97,174,18,26,44,0,0,0
SOEE81802P,2,51,53,0,9,9,3,21,24
VAMM83203X,7,39,46,3,9,12,6,15,21
PGTD029011,50,61,111,6,25,31,11,20,31
UDEE84501Q,4,61,65,1,6,7,6,24,30
TOMM894028,20,42,62,4,10,14,16,31,47
LESD026504,20,42,62,4,10,14,16,31,47
RCMM87402C,11,37,48,4,12,16,14,11,25
PAEE017009,11,37,48,4,12,16,14,11,25
MBEE8CL012,5,48,53,3,8,11,3,22,25
RMEE8F4011,5,71,76,2,18,20,8,15,23
PZEE88802T,2,53,55,1,15,16,9,16,25
PVEE80404N,3,64,67,1,19,20,6,31,37
NAEE191007,0,63,63,0,17,17,7,10,17
AQMM84201D,15,41,56,3,12,15,3,29,32
NAEE8FB01A,3,56,59,1,23,24,9,16,25
PDEE89605A,4,93,97,2,19,21,11,29,40
SRMM70101D,4,93,97,2,19,21,11,29,40
MNMM805014,9,21,30,1,10,11,2,29,31
BSEE86405E,5,65,70,3,11,14,5,24,29
CSEE873067,0,30,30,0,4,4,16,5,21
SSMM84401Q,9,39,48,4,16,20,7,24,31
PDEE89202X,4,55,59,2,10,12,3,24,27
CSEE83702X,7,49,56,3,16,19,16,16,32
BGMM805011,10,20,30,4,8,12,6,16,22
TVEE87901E,5,76,81,1,15,16,2,38,40
UDEE83701R,1,60,61,0,15,15,1,26,27
MNEE806022,4,49,53,1,14,15,3,28,31
ATEE81301Q,3,44,47,0,10,10,2,27,29
AVSD02402R,28,69,97,3,13,16,13,18,31
BAPC150004,12,55,67,0,1,1,9,15,24
SVPS030004,61,99,160,9,12,21,6,25,31
ENEE81903T,7,46,53,0,15,15,14,11,25
NAMM8C3019,16,33,49,2,5,7,7,7,14
LTEE846018,3,76,79,0,33,33,11,20,31
BAMM87701T,6,20,26,1,3,4,7,13,20
CAEE83401T,4,24,28,2,9,11,5,9,14
RCEE81607P,2,22,24,0,2,2,9,10,19
TVEE84501B,5,50,55,0,9,9,1,18,19
CHMM84201V,17,45,62,4,9,13,4,18,22
PREE07501C,4,82,86,1,26,27,4,24,28
FGTD06050E,30,34,64,4,1,5,9,14,23
FGMM84601E,14,39,53,5,12,17,12,15,27
CTMM82001G,4,27,31,1,10,11,8,10,18
RNEE01505V,8,114,122,3,36,39,9,29,38
MBEE8F803P,7,87,94,3,29,32,4,24,28
PAEE8A101A,4,77,81,0,33,33,11,16,27
VITD00401R,75,101,176,13,21,34,16,29,45
COMM80601G,10,21,31,4,4,8,3,17,20
PDEE86301V,2,47,49,0,12,12,6,12,18
RCEE71602L,2,47,49,0,12,12,6,12,18
NAPC11000V,16,60,76,0,0,0,6,17,23
LIRC00601X,66,97,163,10,31,41,17,30,47
NAPC06801P,22,70,92,3,12,15,9,11,20
ENMM704014,22,70,92,3,12,15,9,11,20
MBPM08000Q,26,113,139,7,21,28,7,27,34
RNEE804039,7,88,95,4,25,29,7,29,36
SATF06701E,48,73,121,4,23,27,21,19,40
CEEE893025,1,50,51,0,11,11,4,19,23
PEEE829034,5,47,52,1,15,16,9,17,26
BAEE04501C,2,56,58,1,13,14,4,20,24
BAEE01102A,2,56,58,1,13,14,4,20,24
PAEE8AF03G,3,40,43,0,6,6,15,9,24
NARI109014,40,91,131,9,31,40,20,10,30
AREE83602V,4,70,74,3,20,23,9,22,31
PATD032504,46,147,193,16,61,77,0,0,0
AVMM84604Q,7,27,34,2,4,6,14,10,24
SSSD02051L,56,81,137,20,35,55,3,26,29
TAEE87201C,3,71,74,0,32,32,11,12,23
MEEE83907P,9,53,62,3,6,9,10,25,35
CREE825037,2,55,57,2,15,17,7,26,33
MITD01901V,52,116,168,10,18,28,12,30,42
VVEE820043,4,41,45,1,8,9,14,10,24
GERC019528,45,88,133,8,18,26,0,0,0
BNMM71801B,45,88,133,8,18,26,0,0,0
APRH008503,45,101,146,6,34,40,0,0,0
GERH010501,63,113,176,14,41,55,17,26,43
OREE812088,0,62,62,0,21,21,2,32,34
FGMM819038,10,12,22,2,0,2,7,13,20
TOEE87102L,3,61,64,1,18,19,6,31,37
TVEE87101X,3,77,80,1,14,15,11,24,35
MIEE8BX01A,6,86,92,4,19,23,6,24,30
REEE820019,3,40,43,0,12,12,2,14,16
CBEE85001A,2,64,66,0,22,22,2,24,26
NAEE8B802X,1,70,71,1,26,27,11,17,28
SAEE8BB01A,3,48,51,2,10,12,13,6,19
NAMM8EG01T,13,32,45,8,9,17,8,13,21
BNMM826039,8,22,30,1,2,3,8,20,28
BGEE883017,3,79,82,1,15,16,8,20,28
SVMM80602Q,14,33,47,4,4,8,6,28,34
PIEE837029,2,59,61,0,12,12,6,20,26
VTEE83602X,3,75,78,2,29,31,2,24,26
VAEE81408L,3,75,78,2,29,31,2,24,26
TOEE004041,8,91,99,6,30,36,6,21,27
CTMM864019,11,54,65,4,25,29,12,19,31
BAMM84201V,10,40,50,1,20,21,10,20,30
RMEE813014,5,91,96,3,17,20,10,16,26
NAEE177012,1,66,67,0,12,12,11,13,24
