CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
CATH02350T,68,56,124,5,12,17,0,0,0
VTEE822066,3,79,82,1,27,28,13,33,46
CSMM84601L,12,10,22,2,2,4,12,5,17
NAMM80302E,10,19,29,3,3,6,11,9,20
PAPS02601L,39,87,126,5,25,30,15,17,32
MIMM8DY01D,8,24,32,3,8,11,5,13,18
CTMM84701G,15,23,38,3,4,7,5,12,17
PATD01102Q,56,88,144,8,16,24,29,9,38
MIMM89301B,6,34,40,1,12,13,4,29,33
BSRA02201A,98,97,195,27,32,59,30,50,80
ANEE81101N,2,56,58,1,16,17,7,20,27
FREE850029,2,59,61,1,18,19,5,21,26
CBEE852034,4,35,39,1,9,10,0,0,0
TOMM8BT015,12,26,38,4,7,11,11,32,43
VAEE82102D,1,93,94,0,24,24,9,28,37
TOEE8CC02T,3,45,48,2,12,14,7,20,27
PGMM850022,9,20,29,2,5,7,4,18,22
FETD001504,46,57,103,8,17,25,0,0,0
CEEE895061,3,69,72,1,11,12,14,19,33
BOEE840017,2,52,54,0,10,10,4,29,33
REEE700017,2,52,54,0,10,10,4,29,33
LTMM81901V,7,23,30,1,6,7,10,18,28
CEMM806013,7,16,23,0,5,5,11,8,19
FOEE82503E,1,67,68,1,16,17,9,26,35
LEEE8AH02V,3,36,39,0,8,8,9,15,24
BGEE83004T,3,36,39,1,10,11,3,20,23
PSEE83402N,2,72,74,0,16,16,7,31,38
FGMM83301C,11,14,25,0,4,4,8,6,14
RMMM701021,11,14,25,0,4,4,8,6,14
BSEE83802V,0,46,46,0,9,9,5,27,32
PGEE80601X,2,16,18,1,5,6,1,11,12
AGMM80801G,22,51,73,3,11,14,21,22,43
REMM841019,20,49,69,8,17,25,4,31,35
AREE83002X,3,28,31,1,8,9,1,20,21
PZPM01601C,41,62,103,1,9,10,19,17,36
PDTE029017,38,109,147,3,4,7,16,23,39
SAMM18900L,3,8,11,0,0,0,0,0,0
RMTD111513,22,100,122,3,30,33,0,0,0
NUTD090013,19,51,70,3,8,11,9,12,21
CZEE81308D,4,46,50,0,11,11,7,15,22
PREE820017,4,66,70,0,20,20,4,30,34
NAMM85801N,4,33,37,0,3,3,13,15,28
VVEE826031,2,61,63,0,18,18,12,18,30
CNEE835043,4,27,31,1,2,3,4,19,23
MEEE885049,2,41,43,1,13,14,14,10,24
KRTD00601A,28,48,76,4,8,12,20,8,28
TORC05402X,28,48,76,4,8,12,20,8,28
RMMM8BU01L,9,49,58,4,18,22,3,26,29
RMMM8DQ012,2,8,10,2,1,3,6,13,19
TEEE82405N,5,79,84,1,26,27,11,28,39
RMEE8EJ02X,8,80,88,1,22,23,6,26,32
BIEE817033,2,39,41,2,8,10,3,16,19
PEMM81303D,2,39,41,2,8,10,3,16,19
NAEE827013,1,20,21,0,6,6,6,12,18
CNMM82802R,10,36,46,1,12,13,8,26,34
MNEE820028,2,52,54,0,11,11,10,25,35
BSRH004011,71,82,153,13,16,29,15,21,36
ALEE82307G,3,39,42,2,7,9,8,23,31
COMM831018,7,30,37,1,6,7,4,17,21
BSEE81804Q,1,43,44,0,2,2,5,24,29
MITF077015,113,144,257,24,49,73,26,29,55
NAEE8G0019,3,75,78,1,22,23,7,16,23
RCMM813021,17,24,41,3,11,14,12,16,28
CLEE82003N,0,52,52,0,9,9,14,14,28
NAMM8EF012,13,32,45,6,10,16,13,8,21
NAEE172042,2,72,74,1,18,19,14,9,23
CZMM835012,6,17,23,1,3,4,10,9,19
CEEE8AL039,3,69,72,1,22,23,10,19,29
VETF01901D,60,59,119,7,8,15,19,15,34
MEMM86501X,4,29,33,1,8,9,6,14,20
AQEE823015,5,32,37,2,10,12,3,22,25
SREE80601E,3,43,46,1,17,18,6,15,21
RMEE82202X,4,87,91,0,27,27,1,28,29
MERI01103C,4,87,91,0,27,27,1,28,29
TORC01201R,62,80,142,4,10,14,19,24,43
BSEE80601A,3,38,41,1,4,5,6,23,29
NAEE341011,3,60,63,0,18,18,14,8,22
PDEE840016,2,66,68,0,13,13,8,19,27
CERH03050G,83,121,204,25,54,79,34,14,48
LIEE00906L,83,121,204,25,54,79,34,14,48
IMEE801046,8,63,71,3,12,15,7,25,32
FOEE81101E,4,39,43,0,7,7,6,22,28
SPEE82206C,1,100,101,1,28,29,6,39,45
BSMM864019,8,35,43,6,5,11,5,24,29
PCTD00401R,55,76,131,9,19,28,11,26,37
GRTD00101G,29,106,135,10,21,31,8,21,29
BOMM824029,11,24,35,0,3,3,10,28,38
CLMM81601V,8,21,29,1,5,6,13,14,27
BLEE81905P,2,51,53,0,9,9,2,29,31
CTEE808034,2,45,47,0,14,14,9,15,24
SOEE824033,0,55,55,0,6,6,2,31,33
PNEE80905R,1,45,46,0,3,3,9,29,38
BAEE820013,1,61,62,0,27,27,8,18,26
MITD003019,31,86,117,2,6,8,6,23,29
LEEE87702P,1,58,59,0,13,13,8,16,24
MSEE808021,1,46,47,0,10,10,8,23,31
FGTD060005,30,34,64,4,1,5,9,14,23
TEEE843053,1,69,70,0,19,19,3,25,28
TPEE83803X,1,54,55,0,14,14,14,8,22
MIEE8C7047,7,83,90,2,24,26,11,22,33
AVEE86302C,1,45,46,0,12,12,5,17,22
BLEE82702E,1,18,19,0,4,4,5,13,18
ORMM803026,7,15,22,0,2,2,7,16,23
MEMM82602A,10,24,34,3,1,4,16,7,23
BRTF02000P,78,72,150,2,12,14,12,24,36
ORPS01201D,46,83,129,5,17,22,11,22,33
NARI08950C,64,55,119,5,11,16,0,0,0
SVEE81003D,3,39,42,2,8,10,3,22,25
SAMM8BF03P,5,12,17,0,2,2,7,10,17
CATD021014,37,63,100,7,23,30,10,19,29
SAEE87704N,1,53,54,0,9,9,11,19,30
VTEE822033,3,79,82,1,27,28,13,33,46
AGTD016519,76,88,164,7,18,25,0,0,0
IMTF00802D,43,34,77,2,7,9,6,22,28
PAMM8AF01C,11,23,34,2,5,7,15,9,24
LUEE836037,5,89,94,2,33,35,2,35,37
NOPC07000L,20,64,84,0,4,4,4,22,26
TOMM88501C,11,25,36,6,10,16,9,19,28
ENRI00401Q,41,56,97,10,12,22,17,17,34
BREE821022,1,38,39,0,11,11,8,10,18
BSEE89601T,2,84,86,2,20,22,5,32,37
NUEE86302B,5,30,35,0,9,9,6,17,23
LIMM81002E,15,34,49,5,8,13,7,29,36
CHEE834011,2,65,67,1,20,21,3,31,34
FIEE83202B,2,65,67,1,20,21,3,31,34
GEEE82201L,1,38,39,0,3,3,3,15,18
CATF04002R,80,98,178,11,23,34,19,26,45
LUEE84303A,2,59,61,0,10,10,1,32,33
TRMM811012,14,42,56,2,10,12,4,18,22
BLTD020002,24,35,59,0,1,1,5,20,25
SSPS024036,21,63,84,2,17,19,4,20,24
CSEE8AS07R,0,48,48,0,12,12,9,17,26
CEEE81805E,1,39,40,0,14,14,9,11,20
PGEE06002P,2,81,83,0,19,19,0,29,29
LEEE83502L,3,27,30,1,1,2,9,8,17
AREE83601T,4,70,74,3,20,23,9,22,31
VAEE860024,2,50,52,1,16,17,4,28,32
CEEE895072,3,69,72,1,11,12,14,19,33
BOEE84305V,4,56,60,1,14,15,3,22,25
LTMM826012,4,9,13,0,2,2,4,9,13
CEEE043025,1,79,80,0,32,32,7,12,19
BGMM83104L,23,52,75,8,11,19,7,24,31
PGEE85802N,3,60,63,1,29,30,0,20,20
BSMM84601Q,6,24,30,1,6,7,5,19,24
BGEE87801Q,1,47,48,0,10,10,3,20,23
UDMM819038,17,54,71,4,13,17,7,28,35
BGMM83702D,12,22,34,3,2,5,5,24,29
GOMM81001T,4,16,20,1,4,5,1,26,27
COEE824049,4,78,82,1,12,13,4,28,32
RMPC29000G,19,73,92,2,5,7,7,18,25
BSEE84703P,1,41,42,1,7,8,6,19,25
REEE848048,3,75,78,1,15,16,6,29,35
RMEE87003A,2,48,50,0,10,10,4,24,28
VBEE80410Q,1,43,44,1,10,11,5,26,31
CNEE820027,0,31,31,0,3,3,5,22,27
NAMM8CX01L,19,77,96,3,22,25,12,18,30
ALMM809012,5,26,31,1,9,10,3,20,23
CEEE864014,3,38,41,2,14,16,12,9,21
TOEE83403P,5,66,71,4,20,24,7,28,35
PEEE810055,0,52,52,0,17,17,7,28,35
RIMM81101R,1,10,11,0,0,0,4,20,24
SSTD016011,70,84,154,15,22,37,20,31,51
CSMM87601C,6,30,36,0,7,7,5,16,21
TVEE83705L,6,64,70,1,17,18,3,27,30
PIEE817024,1,71,72,1,19,20,4,22,26
PGEE83108X,6,49,55,4,15,19,2,26,28
BSEE824021,5,69,74,1,11,12,2,28,30
RNRI003015,58,72,130,7,10,17,19,14,33
PREE826038,2,59,61,0,13,13,3,20,23
RGTD02150C,45,55,100,3,5,8,0,0,0
BIEE80605P,4,63,67,2,21,23,9,29,38
PAEE86501P,2,22,24,1,8,9,10,12,22
CLEE82501P,4,61,65,0,19,19,11,16,27
PATF018504,41,34,75,2,4,6,0,0,0
CBPC00201A,27,63,90,3,9,12,5,18,23
CETD023016,45,111,156,6,25,31,17,19,36
BGEE804049,1,28,29,0,5,5,4,20,24
VBPS007019,116,125,241,5,14,19,21,45,66
PREE81203A,3,42,45,0,8,8,8,21,29
BGMM85001V,4,25,29,1,8,9,6,13,19
PGEE02303R,4,74,78,2,15,17,6,28,34
RMRC10301B,25,102,127,9,33,42,4,25,29
TOTF051011,73,90,163,4,11,15,29,29,58
SAMM8BV01R,5,27,32,2,5,7,10,13,23
MERA01102Q,64,78,142,9,30,39,19,23,42
VVMM81201X,12,22,34,3,7,10,14,11,25
CLEE82704D,0,43,43,0,14,14,17,9,26
SRRA02301A,63,104,167,22,24,46,23,27,50
GRPC012013,52,113,165,6,24,30,6,26,32
MNEE80204R,4,46,50,2,11,13,4,25,29
TOMM8CG013,14,45,59,6,12,18,1,50,51
TVRC01601C,48,99,147,12,34,46,9,26,35
LTSD003019,31,90,121,3,21,24,12,19,31
FGEE844021,2,50,52,1,16,17,9,8,17
FIEE85702Q,2,50,52,1,16,17,9,8,17
VEMM840017,16,47,63,6,10,16,6,29,35
GREE81506A,3,50,53,0,8,8,13,16,29
VVTL011519,53,48,101,3,10,13,0,0,0
CREE82103X,8,88,96,1,23,24,10,24,34
SAMM8BM066,12,17,29,1,3,4,10,11,21
CHEE812025,2,42,44,0,17,17,2,22,24
NAEE8E0036,4,81,85,1,27,28,11,24,35
NAMM8C103Q,5,15,20,1,4,5,5,10,15
RCRI01050G,40,56,96,4,11,15,17,15,32
CNTD029011,81,68,149,12,6,18,21,28,49
BASL060507,47,154,201,15,60,75,10,26,36
MERA001014,24,50,74,3,8,11,18,9,27
CAEE039067,3,69,72,2,27,29,5,16,21
CLMM81701P,15,30,45,7,5,12,25,3,28
TPMM814029,15,30,45,7,5,12,25,3,28
PORI010006,85,69,154,16,38,54,11,22,33
CNTF017022,114,105,219,6,13,19,16,32,48
TAEE87001R,3,45,48,0,21,21,7,16,23
MBEE8EX024,6,70,76,0,10,10,6,29,35
ATTD00202P,21,79,100,6,15,21,9,20,29
CRMM82701Q,6,35,41,1,12,13,3,23,26
COMM809024,3,33,36,1,8,9,6,20,26
BASD053019,52,74,126,8,21,29,8,20,28
CEMM87401N,6,36,42,3,10,13,19,9,28
CEEE88703V,0,63,63,0,16,16,15,11,26
BOTF003518,51,109,160,7,28,35,0,0,0
FREE821029,1,43,44,0,7,7,5,23,28
CEEE01205L,5,95,100,2,37,39,11,11,22
MIMM8C801V,8,18,26,1,5,6,5,18,23
AQEE83502C,2,43,45,0,10,10,6,26,32
MIEE8C1037,8,80,88,5,20,25,14,16,30
CNMM80703R,9,42,51,0,12,12,6,25,31
SAMM8BE01R,12,23,35,5,3,8,7,17,24
RMEE8CZ029,2,109,111,0,31,31,8,23,31
MIMM858036,12,49,61,3,11,14,2,29,31
RMEE8A4021,3,63,66,2,18,20,3,24,27
MIEE8F302N,18,70,88,7,16,23,5,28,33
TVEE87202R,3,74,77,1,18,19,6,31,37
FOMM80203R,6,13,19,1,1,2,2,35,37
CSMM858031,7,20,27,0,5,5,21,7,28
LUEE81702R,5,40,45,0,12,12,3,22,25
CSPS04901N,36,83,119,1,9,10,9,20,29
SSEE80001X,0,48,48,0,11,11,6,25,31
ALEE82806N,4,94,98,3,39,42,10,25,35
NARA063018,43,80,123,8,10,18,17,18,35
LURF00151A,54,123,177,11,35,46,0,0,0
RMPS06301N,30,105,135,4,11,15,7,30,37
SAEE81802Q,0,37,37,0,9,9,11,10,21
FERH011029,0,37,37,0,9,9,11,10,21
PVEE82104B,3,64,67,1,18,19,7,27,34
NOEE81705G,0,55,55,0,17,17,10,21,31
TRPS001011,27,79,106,3,10,13,4,20,24
MEEE81807N,2,42,44,0,11,11,6,20,26
PDEE82703T,1,53,54,0,12,12,5,15,20
VVEE81812C,1,53,54,0,12,12,5,15,20
SAMM81801N,3,20,23,1,5,6,11,10,21
UDEE830056,2,83,85,1,17,18,5,30,35
MIEE85601D,4,93,97,1,20,21,8,26,34
MOEE06005G,17,142,159,8,42,50,13,41,54
ARRC019015,47,100,147,10,23,33,10,23,33
AGMM054009,47,100,147,10,23,33,10,23,33
NAPM39000N,36,82,118,2,9,11,4,16,20
FRTA028011,29,65,94,3,16,19,5,21,26
RMRH04001P,29,65,94,3,16,19,5,21,26
CHMM82701R,8,22,30,3,5,8,5,21,26
LIMM818014,7,42,49,1,17,18,4,26,30
ORMM82105V,8,15,23,1,4,5,10,20,30
PZMM828025,5,17,22,0,4,4,5,13,18
UDMM84501P,9,26,35,0,4,4,6,24,30
SSMM82502B,8,20,28,2,8,10,2,22,24
GEEE83001G,4,77,81,1,29,30,8,15,23
TOMM82702D,5,14,19,0,0,0,10,16,26
COEE839032,1,49,50,0,10,10,3,23,26
SSSL03051N,38,68,106,14,28,42,0,0,0
LESD02701G,38,68,106,14,28,42,0,0,0
MIEE8DF02X,38,68,106,14,28,42,0,0,0
MIMM881026,20,19,39,8,2,10,6,19,25
RMEE8CB01D,5,47,52,2,14,16,7,21,28
RMEE84301X,2,55,57,1,13,14,4,15,19
VBEE80403B,1,43,44,1,10,11,5,26,31
NAMM8FX02D,11,23,34,6,9,15,8,10,18
BGMM838018,16,27,43,2,5,7,4,21,25
RMMM81401V,7,18,25,0,4,4,7,14,21
ALMM81303Q,9,31,40,2,8,10,9,20,29
MNRI01401N,46,98,144,12,34,46,15,25,40
TOPS01701B,52,54,106,16,20,36,15,15,30
RMEE8CK03G,7,90,97,3,24,27,6,22,28
VETN01601N,40,91,131,1,3,4,14,22,36
KRMM82401E,11,23,34,4,7,11,8,18,26
ANMM806026,8,24,32,0,8,8,1,23,24
REEE830021,5,73,78,0,32,32,4,19,23
TOTF04000D,128,111,239,13,21,34,23,31,54
CNMM81601D,11,24,35,2,6,8,5,23,28
APEE83803A,1,61,62,1,14,15,8,27,35
CEEE828033,1,51,52,1,10,11,11,14,25
RMEE8C701L,2,92,94,2,27,29,5,23,28
CTEE89603X,4,67,71,3,37,40,7,16,23
PAPS008024,69,84,153,14,36,50,25,16,41
CEEE84601E,2,34,36,0,8,8,6,16,22
TVEE817017,2,65,67,1,14,15,4,31,35
BREE805024,0,58,58,0,20,20,12,11,23
CSMM8AM015,8,25,33,2,11,13,16,12,28
ROEE823019,1,29,30,1,8,9,4,15,19
NATF11301L,53,80,133,12,21,33,17,18,35
BGEE825028,1,43,44,0,7,7,6,16,22
LEEE8AK01V,3,49,52,2,8,10,12,14,26
VBTN006017,46,58,104,10,9,19,16,18,34
NAEE150034,1,50,51,0,16,16,11,7,18
TVPS01000X,37,72,109,0,2,2,12,29,41
SIMM814014,7,17,24,2,3,5,4,26,30
TOTF05151A,73,90,163,4,11,15,0,0,0
CESL02201B,38,87,125,6,19,25,12,17,29
TSTD00151N,46,126,172,3,23,26,0,0,0
NAEE8BP013,2,50,52,1,18,19,7,15,22
SVEE80501X,1,37,38,0,6,6,5,22,27
NAEE8EZ03L,4,57,61,1,16,17,13,14,27
AVEE848019,2,34,36,0,8,8,9,20,29
RNMM81601C,7,32,39,1,9,10,7,36,43
TOPM03450E,60,155,215,4,18,22,0,0,0
LCEE802024,2,21,23,0,5,5,0,11,11
MEMM88301D,2,26,28,1,6,7,9,16,25
AGMM805036,15,26,41,1,4,5,12,13,25
TSMM80701T,11,30,41,3,4,7,2,25,27
MNEE814021,0,40,40,0,9,9,4,15,19
FOEE82501C,1,67,68,1,16,17,9,26,35
GOEE806039,1,33,34,0,6,6,4,17,21
COEE817013,4,51,55,0,8,8,3,23,26
TOMM8AJ01V,8,41,49,3,15,18,7,23,30
NAEE8ER03L,3,53,56,1,16,17,5,21,26
BGEE87304Q,6,55,61,2,11,13,1,27,28
PCMM807053,6,31,37,1,4,5,0,29,29
VEEE85101P,1,33,34,0,10,10,6,9,15
RMMM8D8012,9,24,33,0,4,4,11,13,24
COMM809013,3,33,36,1,8,9,6,20,26
TEMM821022,8,15,23,3,1,4,6,20,26
CNTD014017,71,91,162,9,29,38,9,27,36
RCMM839047,18,32,50,4,6,10,19,15,34
PAEE83601P,6,52,58,1,21,22,7,12,19
PITD004019,26,74,100,1,13,14,7,16,23
CBMM830047,7,11,18,2,1,3,6,20,26
NAPM03901V,37,84,121,1,9,10,15,9,24
MITN05101L,23,84,107,3,5,8,8,17,25
CHEE82203R,3,39,42,1,10,11,4,14,18
RCEE86604L,9,59,68,3,19,22,13,16,29
CEEE886011,1,40,41,1,11,12,15,9,24
CTMM151004,1,40,41,1,11,12,15,9,24
CZEE873052,2,41,43,0,5,5,14,13,27
CTEE008002,1,88,89,1,29,30,9,20,29
BOEE85602T,4,57,61,0,13,13,5,25,30
AGEE83204L,0,34,34,0,6,6,13,6,19
MIEE873017,1,44,45,0,7,7,4,18,22
PDEE87101T,1,43,44,0,12,12,4,23,27
RNEE806031,3,104,107,1,35,36,13,33,46
SPEE815014,7,115,122,2,35,37,3,44,47
AVMM864027,10,35,45,3,9,12,9,20,29
SPEE80502E,2,47,49,0,7,7,6,21,27
RMTF15000D,40,80,120,3,14,17,9,20,29
NAEE8A502T,0,46,46,0,16,16,8,14,22
ROMM81401D,7,27,34,1,2,3,4,18,22
FGMM869017,12,58,70,2,22,24,13,9,22
SAEE8B803B,0,38,38,0,8,8,18,8,26
SAEE89901B,2,58,60,0,21,21,18,12,30
RCMM86601C,6,30,36,0,12,12,13,16,29
VAMM808011,11,34,45,4,8,12,2,21,23
SAEE10404T,0,69,69,0,24,24,9,11,20
NARI01250B,41,56,97,6,13,19,0,0,0
AVEE816041,41,56,97,6,13,19,0,0,0
TRSD002017,51,94,145,5,30,35,9,24,33
FRMM83301D,3,16,19,1,3,4,1,18,19
GORI00301D,41,50,91,6,15,21,8,14,22
FIEE87608B,5,102,107,2,21,23,7,48,55
CTEE04807Q,6,73,79,0,18,18,11,10,21
TAMM86301L,9,45,54,2,3,5,9,9,18
PAEE89002C,8,66,74,2,26,28,9,17,26
BRMM07900G,8,66,74,2,26,28,9,17,26
FITD031518,44,125,169,4,26,30,0,0,0
BGEE892012,2,44,46,0,10,10,1,27,28
BSTD15000L,33,93,126,0,4,4,16,21,37
LEMM887017,4,28,32,0,3,3,9,14,23
RMTF088014,35,59,94,4,8,12,10,21,31
LURI021015,55,110,165,14,45,59,16,24,40
BAEE06912D,4,68,72,1,19,20,8,20,28
CTEE8AZ06N,2,82,84,1,24,25,10,23,33
AGEE84403T,2,82,84,1,24,25,10,23,33
FIMM80801C,7,10,17,0,2,2,3,9,12
FGEE11202B,0,66,66,0,16,16,7,13,20
MSMM819019,8,20,28,2,6,8,2,27,29
NAEE80301E,5,43,48,1,17,18,11,9,20
TOEE81404E,2,33,35,0,6,6,4,16,20
BOEE88202A,7,78,85,2,17,19,5,28,33
BSMM807037,4,23,27,0,3,3,5,20,25
APRI02000Q,51,70,121,8,25,33,17,19,36
GEMM81403P,8,24,32,0,7,7,4,28,32
CAMM84401B,11,42,53,6,12,18,8,16,24
TARI04101E,74,107,181,12,27,39,21,24,45
RMEE88101P,1,50,51,0,15,15,5,20,25
MIEE8A305Q,6,80,86,2,15,17,4,29,33
FETD00101Q,46,57,103,8,17,25,7,26,33
LTMM83101D,2,8,10,1,4,5,5,20,25
RMMM535008,6,68,74,3,21,24,3,12,15
ALEE00701C,3,62,65,1,19,20,2,18,20
TOMM84202G,10,26,36,3,4,7,7,23,30
MIMM8DZ019,22,62,84,5,22,27,11,20,31
RMMM8AZ01V,2,14,16,0,3,3,4,18,22
RMEE00700R,2,14,16,0,3,3,4,18,22
MIEE89302D,14,70,84,8,9,17,4,29,33
FREE849014,2,44,46,1,13,14,4,18,22
AGEE821024,3,49,52,0,16,16,11,13,24
FIEE863045,2,67,69,0,13,13,6,24,30
RMMM8CN01X,7,20,27,2,4,6,4,18,22
AGMM80802L,22,51,73,3,11,14,21,22,43
GREE81805R,3,54,57,0,14,14,5,25,30
RMMM8GT01P,11,17,28,2,4,6,7,18,25
MIMM83201X,16,64,80,8,17,25,7,31,38
ANEE81701L,4,67,71,1,17,18,2,36,38
UDTN01701T,57,96,153,5,21,26,15,22,37
RMTD11101N,22,100,122,3,30,33,12,21,33
FRMM850017,9,26,35,5,7,12,5,21,26
VRMM86401B,5,27,32,0,6,6,5,18,23
KRPC00401Q,37,41,78,0,7,7,19,12,31
AGRH01601T,37,41,78,0,7,7,19,12,31
NOEE833019,0,100,100,0,35,35,8,24,32
RIEE808056,3,47,50,1,14,15,4,20,24
TEMM82402D,14,46,60,3,17,20,11,28,39
NAMM827012,13,61,74,4,18,22,6,12,18
RMEE86103G,2,75,77,1,22,23,4,24,28
VAEE88004B,5,65,70,1,12,13,8,20,28
PZSL016018,41,62,103,1,9,10,19,17,36
NAMM84301X,13,37,50,6,7,13,7,12,19
VAMM828016,12,30,42,4,9,13,9,16,25
RGEE825024,3,86,89,0,30,30,17,18,35
PDRC02101T,49,95,144,9,20,29,12,21,33
CHMM83401X,17,66,83,7,26,33,3,31,34
PTEE808039,6,110,116,1,30,31,9,33,42
COEE832037,2,38,40,0,7,7,3,16,19
VAEE86703X,3,58,61,2,11,13,4,21,25
BGEE88201B,1,38,39,0,11,11,8,12,20
TORC05401V,38,108,146,9,31,40,11,22,33
CNEE80305L,1,25,26,0,4,4,2,18,20
RMEE8DQ013,2,58,60,1,16,17,6,13,19
MORC00601P,47,89,136,11,19,30,9,28,37
MBMM8BS019,16,35,51,2,10,12,7,24,31
SRMM80601D,2,35,37,1,16,17,6,15,21
RMEE82201V,4,87,91,0,27,27,1,28,29
BGEE88601P,7,48,55,1,14,15,1,24,25
PEEE81303E,7,48,55,1,14,15,1,24,25
BSEE81703V,2,19,21,0,3,3,2,16,18
CSMM814015,5,10,15,0,1,1,12,2,14
GERI01350X,34,75,109,5,9,14,0,0,0
VVEE820021,4,41,45,1,8,9,14,10,24
LCEE810045,4,41,45,1,8,9,14,10,24
MEEE88903G,0,31,31,0,8,8,4,15,19
PDEE84005A,2,66,68,0,13,13,8,19,27
CERH030006,83,121,204,25,54,79,34,14,48
MIRC07701G,113,144,257,24,49,73,26,29,55
COEE826041,4,71,75,1,22,23,3,24,27
BSEE865038,4,71,75,1,22,23,3,24,27
NAEE8EE039,1,51,52,0,15,15,11,13,24
GRRI003501,1,51,52,0,15,15,11,13,24
BLEE823027,1,55,56,1,16,17,1,21,22
SRMM858016,10,28,38,4,14,18,6,13,19
KREE81202A,4,50,54,1,13,14,8,13,21
CTEE808023,2,45,47,0,14,14,9,15,24
RCEE85902B,3,56,59,2,12,14,20,9,29
NAEE8DM03V,4,52,56,2,17,19,17,5,22
PDEE85802C,3,58,61,1,17,18,5,24,29
CBEE82703B,1,36,37,0,10,10,6,15,21
VIEE819016,5,38,43,1,9,10,1,21,22
CTMM887012,11,40,51,2,17,19,9,20,29
MBEE89101N,3,55,58,1,16,17,0,24,24
CTTH007018,68,74,142,7,18,25,17,21,38
AGMM85201N,8,18,26,1,4,5,14,5,19
CZEE86905A,1,66,67,0,12,12,17,17,34
MIEE8C7025,7,83,90,2,24,26,11,22,33
AVMM86301A,5,17,22,1,5,6,5,17,22
MEEE82602B,1,38,39,0,6,6,16,7,23
SSEE80302G,4,32,36,1,8,9,3,15,18
TVEE84303T,0,51,51,0,10,10,4,16,20
GEMM86301T,11,45,56,2,11,13,8,23,31
SAEE87702G,1,53,54,0,9,9,11,19,30
SPEE822017,1,100,101,1,28,29,6,39,45
PGEE83101L,6,49,55,4,15,19,2,26,28
FREE83802P,1,52,53,0,17,17,6,22,28
AVMM807045,13,30,43,0,5,5,6,24,30
MEEE86106V,2,98,100,1,45,46,8,22,30
TOEE808058,16,108,124,9,38,47,9,36,45
LUEE837044,5,45,50,1,9,10,1,26,27
MSPM00201E,22,97,119,3,15,18,7,25,32
ENRH00450L,41,56,97,10,12,22,0,0,0
LEMM87701L,3,20,23,0,7,7,8,16,24
FGTD020504,31,56,87,8,8,16,17,14,31
PARI02802E,31,56,87,8,8,16,17,14,31
TEMM84301T,12,46,58,3,19,22,3,25,28
CEEE8AZ08D,0,57,57,0,9,9,13,12,25
BRTF010004,63,67,130,2,8,10,13,18,31
MIEE8A202R,3,84,87,2,19,21,2,30,32
CSEE83701V,7,49,56,3,16,19,16,16,32
FIEE871011,3,85,88,0,21,21,8,30,38
VIEE842039,4,69,73,2,20,22,6,22,28
PDEE87408L,4,96,100,1,20,21,6,45,51
MIMM8A301E,13,39,52,3,10,13,4,29,33
CNTD02951A,81,68,149,12,6,18,0,0,0
NAPC09001X,81,68,149,12,6,18,0,0,0
PVEE83202Q,4,99,103,2,28,30,7,25,32
LEMM83502G,4,21,25,1,8,9,9,8,17
NARH06000X,60,157,217,12,79,91,26,21,47
ATTA00401V,28,59,87,5,15,20,17,17,34
PSTD006538,30,55,85,6,19,25,0,0,0
IMRI00802L,43,34,77,2,7,9,6,22,28
PAEE8AF02E,3,40,43,0,6,6,15,9,24
VRMM882011,7,27,34,0,6,6,4,17,21
AREE83603X,4,70,74,3,20,23,9,22,31
CNMM841027,7,22,29,1,3,4,4,23,27
CEMM89501P,11,35,46,0,10,10,14,19,33
LTMM832019,18,55,73,9,18,27,2,23,25
MSMM81603X,12,20,32,0,5,5,2,22,24
AVEE81802E,4,68,72,2,15,17,16,20,36
PGMM80602X,4,9,13,0,1,1,1,11,12
CEEE043014,1,79,80,0,32,32,7,12,19
