CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
SATH00601E,42,43,85,1,6,7,13,13,26
BSEE808023,2,44,46,1,5,6,7,16,23
CHEE034023,3,43,46,0,11,11,0,0,0
RCEE81507V,6,61,67,3,14,17,13,19,32
CLEE82101B,1,33,34,0,10,10,11,12,23
VETF02251P,68,81,149,15,24,39,0,0,0
MEEE86705R,5,61,66,0,27,27,16,15,31
IMEE81103Q,7,59,66,1,18,19,7,21,28
PGTF03901T,23,28,51,6,15,21,6,9,15
RNPM002015,56,103,159,6,19,25,6,33,39
LCEE81301D,2,60,62,0,17,17,6,27,33
BGEE80602V,0,44,44,0,6,6,6,20,26
BGMM86001D,10,34,44,3,10,13,5,23,28
SSMM83002V,5,14,19,1,4,5,2,15,17
PIRI020512,55,98,153,8,38,46,17,16,33
BAPC030002,28,70,98,1,12,13,8,15,23
ANEE851014,28,70,98,1,12,13,8,15,23
MITD096018,51,112,163,3,19,22,14,26,40
NOMM804018,11,27,38,5,4,9,19,18,37
MIEE8D601V,5,43,48,0,12,12,4,14,18
SPMM81801E,2,25,27,0,8,8,2,20,22
RGPM01850T,2,25,27,0,8,8,2,20,22
MBEE8CN02P,3,48,51,0,9,9,7,14,21
SAEE8AU04E,2,39,41,1,7,8,11,10,21
ALRI003517,2,39,41,1,7,8,11,10,21
KREE81102E,4,71,75,1,24,25,19,14,33
CTMM81601X,14,41,55,4,11,15,8,22,30
CEEE8A103N,1,54,55,1,15,16,11,18,29
PEEE83804X,2,56,58,1,17,18,7,24,31
PDEE854058,2,61,63,1,7,8,5,24,29
RMEE8AZ01X,1,43,44,0,14,14,4,18,22
SSEE83806P,5,83,88,0,26,26,9,29,38
FGRI02302N,46,124,170,8,33,41,16,17,33
ROEE811068,3,54,57,1,16,17,2,24,26
CHEE81604E,3,31,34,0,5,5,10,16,26
NATD128014,57,98,155,3,26,29,21,15,36
MNEE800067,57,98,155,3,26,29,21,15,36
AGPM01801R,26,57,83,5,12,17,17,8,25
FOEE02001A,7,80,87,2,16,18,8,25,33
TRMM70201A,7,80,87,2,16,18,8,25,33
MBMM84801A,4,29,33,1,10,11,2,23,25
BOMM81901R,6,21,27,0,4,4,1,26,27
SVEE81105B,3,59,62,1,15,16,7,24,31
CTPS026014,45,112,157,4,23,27,9,26,35
PZEE822016,1,27,28,1,3,4,1,17,18
BLPS00701R,22,53,75,0,1,1,7,17,24
PGEE83802C,1,20,21,0,3,3,4,13,17
MEEE88506B,2,41,43,1,13,14,14,10,24
SAMM832032,8,24,32,2,6,8,5,12,17
VRRA01203X,110,152,262,23,55,78,21,43,64
MIEE8CB022,8,70,78,3,12,15,12,16,28
VAPS01000D,17,60,77,0,2,2,9,14,23
VEEE868047,9,84,93,4,18,22,7,30,37
SAMM8B601L,2,13,15,0,4,4,13,6,19
VAEE865016,3,66,69,2,11,13,2,26,28
FGMM82302V,14,21,35,5,1,6,8,14,22
SSMM856012,7,55,62,1,14,15,6,28,34
ENPC00701V,66,76,142,9,8,17,25,17,42
FGRH060014,58,59,117,12,13,25,23,15,38
PDMM82202L,12,32,44,3,3,6,2,30,32
FIEE817018,4,52,56,1,10,11,7,21,28
CAMM866018,14,32,46,3,7,10,6,20,26
OREE81401L,4,45,49,1,18,19,6,19,25
TEEE82302P,1,38,39,0,18,18,4,15,19
MSMM048009,1,38,39,0,18,18,4,15,19
CHEE832019,3,46,49,0,19,19,0,0,0
BOEE846038,5,65,70,1,18,19,7,20,27
RMEE8AF02L,2,82,84,1,26,27,7,27,34
TREE81201V,2,27,29,1,8,9,2,18,20
REEE850026,2,82,84,1,18,19,7,20,27
PDMM87101R,12,35,47,3,7,10,4,23,27
NUMM835048,6,21,27,1,2,3,4,20,24
TOEE86302N,1,68,69,0,15,15,11,28,39
NAPS05000G,19,68,87,0,2,2,7,17,24
SPMM802022,5,20,25,2,3,5,2,24,26
BSEE89702P,7,60,67,1,8,9,8,22,30
PARC037511,40,125,165,7,56,63,0,0,0
MEEE83902D,9,53,62,3,6,9,10,25,35
TOEE8A202R,3,67,70,1,25,26,15,20,35
MNMM839039,11,32,43,4,8,12,3,30,33
VEMM81601A,7,20,27,1,6,7,4,14,18
MCEE81402X,2,46,48,1,7,8,5,17,22
GEEE82903D,2,28,30,0,6,6,4,19,23
BNTN02601E,40,75,115,8,30,38,7,18,25
AREE842015,5,56,61,2,15,17,2,28,30
RIEE817107,5,61,66,1,21,22,3,32,35
PSEE808036,3,22,25,0,3,3,2,14,16
TOEE8BE01T,8,82,90,1,31,32,7,21,28
SAMM8B9014,18,55,73,0,8,8,6,12,18
CBEE84605V,4,52,56,1,10,11,6,18,24
CNEE819023,3,50,53,1,12,13,10,21,31
NAEE16605Q,2,58,60,1,12,13,9,9,18
ROMM80601E,13,33,46,2,9,11,7,23,30
CEMM84501N,9,40,49,2,7,9,21,7,28
RMMM841017,4,28,32,3,10,13,1,26,27
VIMM82002A,7,44,51,2,16,18,6,17,23
RMEE8FD022,4,77,81,0,22,22,9,16,25
NOEE81604P,1,89,90,1,30,31,11,31,42
PVEE81904B,13,74,87,11,19,30,11,24,35
MCEE83602R,3,62,65,0,16,16,6,26,32
CNMM85901B,4,34,38,1,10,11,9,30,39
BIMM81202T,8,30,38,0,8,8,6,23,29
TVEE838029,3,83,86,2,21,23,2,28,30
PAEE8BC02N,3,77,80,3,36,39,11,13,24
TVTA018011,55,58,113,11,20,31,18,25,43
NAEE8DU02T,2,64,66,1,17,18,10,15,25
NAEE8DZ032,2,50,52,0,13,13,15,12,27
SRRI022016,53,90,143,7,35,42,15,27,42
ALMM832013,7,37,44,0,6,6,5,21,26
PZEE886015,0,41,41,0,8,8,4,22,26
MERC02401Q,49,95,144,6,30,36,26,13,39
NAMM8GM01G,8,12,20,4,3,7,11,4,15
GOMM801013,7,25,32,1,8,9,4,22,26
LCMM81801G,12,44,56,5,12,17,12,19,31
TOEE8AQ03R,5,60,65,2,16,18,7,30,37
CBSL02350Q,71,82,153,4,20,24,0,0,0
CEPS032015,50,108,158,8,39,47,23,22,45
NAEE8DJ02A,3,62,65,2,14,16,8,13,21
TOEE888044,6,75,81,2,24,26,14,25,39
IMMM81101L,15,46,61,3,12,15,7,21,28
MIPS21002B,24,75,99,2,1,3,4,23,27
RNEE81104D,6,55,61,2,14,16,5,34,39
BGMM846017,16,35,51,8,5,13,2,27,29
POMM82201P,20,48,68,4,17,21,8,37,45
PRRC00451Q,27,125,152,4,38,42,0,0,0
CNRH02601B,71,127,198,27,38,65,16,33,49
CZMM821047,5,18,23,0,0,0,8,17,25
LTEE85001X,2,84,86,1,19,20,12,25,37
PDEE89902P,3,59,62,0,21,21,2,26,28
TPEE00301X,1,61,62,0,23,23,11,10,21
PZEE878016,0,37,37,0,4,4,12,10,22
BLEE83004C,2,52,54,0,20,20,6,23,29
MIEE8DK01X,3,67,70,1,15,16,3,22,25
PEMM831011,7,41,48,2,19,21,6,25,31
TAMM84801E,12,27,39,5,2,7,7,19,26
NARI00450C,50,112,162,8,26,34,0,0,0
TOTD05250V,59,162,221,18,57,75,0,0,0
TSPC02000N,22,68,90,1,2,3,9,21,30
TVEE88104N,3,81,84,1,14,15,8,21,29
PAEE8AB016,3,64,67,0,18,18,11,13,24
TOMM70601E,3,64,67,0,18,18,11,13,24
CNEE806021,3,57,60,1,14,15,8,32,40
BGEE85305G,2,29,31,0,6,6,4,10,14
NAEE10101R,8,83,91,5,36,41,15,11,26
CHEE81002D,2,43,45,0,14,14,5,16,21
PDEE87703V,1,45,46,1,9,10,4,18,22
RCPS01702T,52,78,130,6,27,33,21,12,33
BSEE82501Q,4,56,60,0,16,16,6,27,33
CNTA028503,58,77,135,17,26,43,0,0,0
NUSD01601Q,42,74,116,2,7,9,6,22,28
MEPS003016,19,85,104,0,4,4,13,17,30
LUEE81802L,3,56,59,1,23,24,4,19,23
BSEE87103G,4,45,49,1,4,5,8,21,29
VIPC04000X,50,115,165,1,7,8,13,35,48
KREE80302G,4,46,50,2,14,16,17,10,27
LOEE801011,1,51,52,0,12,12,9,22,31
NATD12851D,57,98,155,3,26,29,0,0,0
MNEE82202X,4,30,34,2,5,7,1,23,24
VIEE80805X,7,79,86,3,17,20,6,33,39
BARC067019,64,83,147,5,18,23,24,19,43
SARH05701G,42,87,129,5,16,21,16,27,43
MEMM81604T,10,22,32,2,4,6,8,23,31
LEMM85102D,12,34,46,2,10,12,19,8,27
MNMM82301N,7,20,27,1,6,7,5,19,24
BRRF00601N,49,89,138,8,28,36,20,14,34
FISD03001N,65,182,247,10,52,62,15,21,36
CAEE885116,3,42,45,0,9,9,7,22,29
BORI024013,49,68,117,8,17,25,12,21,33
COEE809047,3,54,57,0,12,12,6,20,26
MIEE84203N,3,70,73,1,14,15,5,23,28
TVEE87304P,6,75,81,2,22,24,6,27,33
LEEE875045,0,49,49,0,10,10,11,8,19
PZEE82106G,2,64,66,0,9,9,7,26,33
PAPS08004C,46,118,164,13,20,33,25,15,40
ARMM81601G,14,31,45,6,10,16,5,20,25
SPMM810021,4,24,28,2,1,3,2,33,35
OREE82202L,2,28,30,0,8,8,4,14,18
PNRC00401E,2,28,30,0,8,8,4,14,18
MBEE87501Q,4,66,70,1,15,16,2,25,27
FGMM877016,7,31,38,2,17,19,7,10,17
NARC06251R,50,110,160,15,29,44,0,0,0
RMRI06602B,42,55,97,6,6,12,6,22,28
FIEE83502V,7,97,104,2,28,30,9,25,34
FREE828035,2,38,40,0,11,11,1,24,25
NAMM8CW02T,2,38,40,0,11,11,1,24,25
PVEE823043,1,60,61,0,19,19,5,34,39
PZEE81702Q,0,30,30,0,2,2,4,17,21
PDEE82202N,4,65,69,2,15,17,2,30,32
NOEE83101N,10,92,102,4,35,39,8,32,40
VVEE81801X,5,45,50,0,11,11,11,15,26
CZMM84402T,3,29,32,0,4,4,12,20,32
VREE84303D,5,71,76,3,16,19,8,18,26
FOMM80802P,5,26,31,2,3,5,5,22,27
VIEE872024,8,47,55,3,10,13,8,14,22
VASL011017,45,95,140,4,25,29,8,27,35
MOEE80802A,11,72,83,3,16,19,7,30,37
VEEE875017,6,77,83,4,13,17,4,28,32
ORMM818031,3,22,25,1,6,7,4,15,19
CZEE863028,2,40,42,0,6,6,7,10,17
TOEE86902L,3,45,48,0,13,13,2,28,30
FGEE81604V,3,45,48,0,13,13,2,28,30
RMTF02000R,56,81,137,4,13,17,14,17,31
BOEE868013,2,67,69,0,16,16,4,33,37
CAEE8AE02D,0,59,59,0,26,26,7,16,23
PZMM827018,9,21,30,3,2,5,6,16,22
PSPS01001L,38,55,93,0,1,1,5,26,31
LUEE81102T,5,53,58,0,18,18,6,26,32
RMMM892025,8,48,56,2,14,16,7,13,20
BSTF01151T,80,100,180,7,7,14,0,0,0
CTRH06050N,20,39,59,12,23,35,2,0,2
AGEE848046,8,57,65,4,18,22,11,19,30
RMMM8AQ01P,4,34,38,2,14,16,6,22,28
BNEE82901Q,3,54,57,0,12,12,8,21,29
TOMM85601C,2,37,39,0,6,6,9,21,30
CTEE8AK04R,2,45,47,0,9,9,11,15,26
LEEE8AQ01T,4,49,53,0,13,13,5,19,24
CEMM8AV01T,7,34,41,2,8,10,6,19,25
BOEE80701G,5,47,52,2,6,8,7,19,26
NOMM80702R,8,27,35,1,8,9,6,31,37
VEEE82201P,3,41,44,2,13,15,3,15,18
TVEE83001N,2,64,66,0,8,8,7,18,25
ALEE812053,3,39,42,1,13,14,11,16,27
MNMM700025,3,39,42,1,13,14,11,16,27
ANRI01604N,101,145,246,12,31,43,25,36,61
VVEE83005P,3,37,40,0,9,9,17,9,26
FREE814026,2,50,52,1,12,13,7,21,28
APMM839013,15,30,45,3,5,8,4,28,32
CTMM83401D,9,41,50,4,8,12,9,22,31
MBMM82601D,12,23,35,2,6,8,1,19,20
TOPS06701C,36,96,132,4,21,25,16,28,44
PZRI04052X,45,61,106,4,11,15,11,24,35
CZEE813049,4,46,50,0,11,11,7,15,22
RAEE825034,2,81,83,1,27,28,5,27,32
NARC11101B,69,107,176,22,41,63,13,17,30
MCMM83001Q,5,45,50,2,11,13,5,24,29
BGEE821021,2,59,61,1,18,19,7,19,26
NAMM8GE01B,20,49,69,7,17,24,10,15,25
VBPS003012,87,100,187,18,24,42,20,38,58
VAEE83302Q,3,61,64,2,18,20,5,24,29
TVRH03000V,51,120,171,10,45,55,16,34,50
BGMM818013,14,46,60,2,12,14,8,27,35
TOTL037507,14,46,60,2,12,14,8,27,35
BIEE81606A,8,89,97,4,28,32,11,28,39
PTMM81901L,6,15,21,3,4,7,3,15,18
CSEE8AG04R,1,66,67,1,23,24,12,11,23
ALMM82701G,11,25,36,5,8,13,3,22,25
TAMM84001X,9,40,49,3,14,17,11,18,29
MEMM706017,9,40,49,3,14,17,11,18,29
IMPS00702G,39,49,88,4,7,11,11,12,23
GOMM80801T,2,17,19,0,2,2,2,19,21
TOEE8AK02R,4,42,46,1,12,13,9,21,30
MOMM83601C,6,36,42,1,6,7,10,23,33
TPEE00403T,2,75,77,0,28,28,7,11,18
CTEE8AC01D,3,36,39,1,9,10,7,9,16
PNEE83201N,3,67,70,2,11,13,4,24,28
SARI07601C,94,99,193,5,21,26,30,16,46
TOPM02301Q,49,88,137,12,24,36,11,16,27
MEMM83704V,10,56,66,0,13,13,11,24,35
RCTD01601R,33,60,93,2,12,14,18,9,27
LIEE81002G,1,66,67,0,18,18,7,29,36
MIRI10301G,34,73,107,5,18,23,9,15,24
BASD03952D,31,67,98,3,14,17,0,0,0
TVMM817049,8,34,42,1,6,7,4,31,35
BLRH003017,21,35,56,1,3,4,8,14,22
MNMM81501P,18,31,49,4,11,15,7,25,32
PAEE825018,1,30,31,0,7,7,10,12,22
BAEE85702P,2,57,59,0,18,18,6,21,27
BSEE81204R,4,65,69,0,7,7,8,18,26
COEE81906X,2,50,52,1,10,11,1,31,32
NAEE8GT04X,2,50,52,1,10,11,1,31,32
ISPC012014,25,56,81,0,1,1,6,22,28
CRMM82802L,10,33,43,2,13,15,2,28,30
NAEE021015,1,88,89,0,28,28,6,15,21
CEEE8AK01B,2,41,43,0,9,9,11,10,21
NAEE8BM01G,0,57,57,0,20,20,5,21,26
SPMM81601V,12,53,65,1,6,7,4,25,29
RCEE83916T,3,73,76,1,19,20,19,15,34
MBEE8CM02V,4,58,62,0,12,12,8,15,23
VRMM86701V,7,25,32,1,2,3,1,20,21
BGEE88802B,2,48,50,0,6,6,3,21,24
CBEE836036,3,33,36,0,4,4,17,42,59
VIEE81304A,2,60,62,0,14,14,6,28,34
AGEE83802D,7,41,48,1,14,15,13,10,23
BAMM826011,10,29,39,2,8,10,8,15,23
MEMM856026,8,19,27,1,3,4,5,13,18
PIEE840058,3,74,77,0,24,24,3,29,32
PAMM714021,3,74,77,0,24,24,3,29,32
TAEE861012,1,31,32,0,4,4,3,19,22
ROMM811023,9,32,41,3,6,9,2,24,26
NAEE8FR037,4,61,65,1,20,21,12,10,22
RMEE8CE011,0,42,42,0,12,12,2,17,19
PREE83906D,1,46,47,0,7,7,10,27,37
VEEE82302G,1,46,47,0,7,7,10,27,37
TARI02402T,1,46,47,0,7,7,10,27,37
TETF011012,60,131,191,16,56,72,19,26,45
LUTF018016,83,95,178,7,31,38,19,23,42
CBMM828014,9,16,25,2,6,8,3,20,23
PARH02000A,134,216,350,33,81,114,62,36,98
ARMM81701B,6,26,32,1,9,10,2,17,19
PTPM02000A,19,64,83,2,5,7,5,21,26
SPEE81102T,3,32,35,1,7,8,2,17,19
CZEE85805X,1,72,73,1,14,15,8,23,31
MEMM82002B,6,31,37,3,10,13,7,12,19
FGEE06000T,0,39,39,0,14,14,5,9,14
ROMM81403G,7,27,34,1,2,3,4,18,22
FITD00801T,40,90,130,3,23,26,9,18,27
PAEE077078,2,71,73,1,25,26,18,5,23
LETF03301E,74,101,175,13,29,42,17,14,31
NARC01101E,58,146,204,9,43,52,24,17,41
ENPM021019,61,98,159,11,18,29,19,16,35
TVEE87801P,4,78,82,1,14,15,3,34,37
LEMM860017,7,37,44,3,10,13,8,15,23
PZMM814016,8,16,24,2,1,3,1,16,17
CAEE8AA026,2,83,85,0,21,21,4,23,27
CSMM85005C,8,18,26,1,3,4,8,15,23
AREE822021,2,29,31,0,4,4,4,17,21
CAEE87902C,3,66,69,2,26,28,5,21,26
ISEE825062,2,29,31,1,4,5,8,19,27
ARMM813025,9,43,52,5,17,22,4,32,36
TPPC00201C,41,65,106,17,11,28,20,12,32
PIMM70001Q,41,65,106,17,11,28,20,12,32
RNEE80602X,3,104,107,1,35,36,13,33,46
NAPC029014,21,92,113,3,21,24,10,15,25
BSRH02701N,72,95,167,5,20,25,18,29,47
TOMM82001N,12,41,53,6,14,20,12,23,35
RMEE88301A,2,36,38,1,10,11,4,16,20
FGEE878013,3,55,58,1,17,18,12,20,32
FGEE106013,1,41,42,0,11,11,6,11,17
TOMM8AT01E,16,53,69,6,22,28,7,25,32
TREE82104R,1,41,42,0,11,11,1,24,25
AGEE834015,4,50,54,1,20,21,13,15,28
MIEE81405G,4,50,54,1,20,21,13,15,28
MIEE87603R,3,52,55,0,8,8,4,20,24
CATL03151E,103,88,191,10,25,35,0,0,0
CSEE84202B,3,39,42,1,7,8,16,9,25
PARI01801V,41,34,75,2,4,6,12,13,25
PAPS011507,56,88,144,8,16,24,0,0,0
RGEE82001X,1,32,33,1,4,5,8,21,29
AREE813059,8,76,84,3,23,26,4,32,36
COMM84902E,15,14,29,3,5,8,9,10,19
VTMM80301E,4,16,20,1,2,3,3,19,22
TOEE81301G,6,29,35,2,7,9,4,16,20
LOTD010003,41,91,132,1,3,4,4,34,38
PGTF03401P,70,115,185,9,35,44,13,36,49
FRMM81701G,11,24,35,3,3,6,6,24,30
PVMM82401P,16,36,52,6,11,17,7,26,33
VIEE849056,1,47,48,0,6,6,6,18,24
FREE806016,1,17,18,0,3,3,2,9,11
VREE8AD01B,3,60,63,1,13,14,1,26,27
ALRI00301T,42,79,121,6,19,25,8,27,35
AGEE01102E,6,59,65,1,16,17,15,6,21
ALEE812064,3,39,42,1,13,14,11,16,27
BOMM83601E,9,23,32,1,3,4,3,21,24
CAMM816028,7,11,18,1,3,4,4,14,18
UDMM80906R,5,12,17,1,1,2,5,18,23
SSMM027002,44,80,124,11,27,38,5,18,23
FRMM80403G,6,15,21,2,4,6,4,15,19
LEMM8AH02T,4,23,27,0,7,7,9,15,24
RMMM8CW01Q,5,42,47,2,9,11,4,24,28
PGMM80701P,4,15,19,0,5,5,6,10,16
PZPS02401A,25,86,111,0,17,17,14,21,35
MTEE816023,25,86,111,0,17,17,14,21,35
ANMM813029,25,86,111,0,17,17,14,21,35
VCMM803013,9,32,41,5,11,16,4,23,27
MTMM822018,11,32,43,2,7,9,10,13,23
RMEE8FF01L,7,95,102,0,24,24,10,22,32
TEMM82404G,14,46,60,3,17,20,11,28,39
CZMM81501R,3,13,16,0,1,1,5,12,17
LTRH01000P,62,91,153,11,27,38,41,52,93
NAEE871026,1,48,49,1,17,18,9,12,21
PGEE856033,4,52,56,2,19,21,1,32,33
NUMM83202P,5,22,27,1,4,5,4,17,21
NAEE8D3033,2,40,42,0,14,14,12,12,24
TOEE840021,2,71,73,1,23,24,5,26,31
RMMM870039,11,23,34,5,6,11,4,24,28
RIMM80902T,8,13,21,3,2,5,1,17,18
BAEE846039,2,49,51,0,18,18,6,13,19
ROEE80001L,2,61,63,1,16,17,6,25,31
TSMM81001N,7,46,53,1,9,10,8,17,25
TVMM825015,8,29,37,2,6,8,9,25,34
RMTE091015,25,99,124,3,19,22,15,17,32
BSEE81901C,2,46,48,0,7,7,9,16,25
SATH00650V,42,43,85,1,6,7,0,0,0
RGMM833011,12,41,53,8,8,16,10,14,24
CHEE034078,3,43,46,0,11,11,0,0,0
LCEE80502G,3,48,51,0,6,6,9,18,27
PAEE85902C,2,69,71,1,26,27,19,8,27
KRRC00202R,31,36,67,4,5,9,9,12,21
CZEE83904D,7,62,69,1,15,16,11,18,29
LOMM81002Q,12,35,47,4,6,10,8,22,30
SOMM816011,3,14,17,0,3,3,2,22,24
NAPS05001L,3,14,17,0,3,3,2,22,24
SAEE8BU012,1,55,56,0,17,17,13,11,24
SRTD004017,38,50,88,8,8,16,16,17,33
RNTD002508,56,103,159,6,19,25,0,0,0
LCEE81305N,2,60,62,0,17,17,6,27,33
TVPM001017,34,36,70,0,2,2,5,16,21
MNMM839017,11,32,43,4,8,12,3,30,33
BGEE86007R,4,61,65,1,15,16,5,23,28
PCEE002052,4,99,103,4,30,34,11,21,32
RMEE83201D,2,52,54,2,15,17,6,17,23
NAEE00404E,0,56,56,0,10,10,6,10,16
RCTD036012,24,64,88,4,13,17,14,12,26
RMMM8AB017,10,20,30,3,3,6,5,15,20
MERC01950L,44,136,180,10,58,68,0,0,0
NOEE80406E,2,66,68,1,16,17,19,18,37
RGTL01801P,27,111,138,1,10,11,10,34,44
MBMM8CN01L,3,41,44,1,6,7,7,14,21
SAEE8AU03D,2,39,41,1,7,8,11,10,21
TVMM846016,9,28,37,1,4,5,4,24,28
PIEE82204N,3,56,59,0,16,16,4,30,34
MEEE86701L,5,61,66,0,27,27,16,15,31
RMMM842013,8,50,58,0,11,11,6,24,30
ROMM811012,9,32,41,3,6,9,2,24,26
BATD06801C,26,74,100,1,16,17,4,17,21
CHMM81605E,2,22,24,1,6,7,10,16,26
CTEE8AT03G,2,53,55,0,18,18,5,14,19
AGEE848068,8,57,65,4,18,22,11,19,30
NUEE879021,4,35,39,2,9,11,3,11,14
NARC00950V,36,70,106,4,18,22,0,0,0
PDMM84801Q,8,21,29,2,7,9,2,18,20
PEMM82401T,11,41,52,2,7,9,3,12,15
SAEE074003,4,68,72,2,17,19,11,10,21
LEEE879019,0,33,33,0,8,8,7,17,24
ARMM82301P,11,33,44,3,13,16,9,23,32
LEEE80003P,1,49,50,0,16,16,9,20,29
NAMM0A000L,24,85,109,6,24,30,7,12,19
PGEE83801B,1,20,21,0,3,3,4,13,17
PNPM00201B,23,72,95,1,5,6,6,22,28
VAMM843018,4,24,28,0,5,5,2,26,28
PGSD030515,25,81,106,6,39,45,7,21,28
UDMM821027,12,18,30,4,3,7,3,23,26
VRRA01201T,110,152,262,23,55,78,21,43,64
MIEE8CC01R,4,116,120,1,34,35,7,33,40
TOEE8AQ01P,5,60,65,2,16,18,7,30,37
VIMM856025,7,37,44,2,7,9,9,18,27
MCEE827022,4,80,84,1,21,22,14,23,37
TOMM88801X,18,41,59,6,13,19,14,25,39
CTEE06800N,2,56,58,1,25,26,2,15,17
RNEE81107L,6,55,61,2,14,16,5,34,39
CTPC009017,39,67,106,6,16,22,15,14,29
FGRH06050C,58,59,117,12,13,25,23,15,38
ANMM82001B,13,39,52,8,13,21,2,29,31
CAEE86602A,1,67,68,0,21,21,6,20,26
ORMM81402L,12,21,33,2,5,7,6,19,25
COEE85001P,1,33,34,0,6,6,4,25,29
MSMM70301V,1,33,34,0,6,6,4,25,29
VTEE80402C,1,52,53,0,19,19,5,17,22
MIEE8EH015,3,65,68,0,19,19,9,22,31
PZEE822038,1,27,28,1,3,4,1,17,18
BLTD00801C,70,76,146,6,8,14,12,24,36
NAMM607013,70,76,146,6,8,14,12,24,36
TAEE82502X,1,41,42,1,13,14,7,12,19
VAPM01000E,36,96,132,3,5,8,10,18,28
BSEE87203B,2,44,46,0,8,8,6,14,20
SSMM028053,34,61,95,14,19,33,3,13,16
PSEE01511Q,3,102,105,2,41,43,6,18,24
PGMM86601E,12,35,47,0,4,4,4,23,27
AVMM88202R,7,33,40,0,5,5,3,22,25
CSEE856029,3,37,40,0,5,5,9,9,18
RMPC23000X,23,69,92,0,6,6,3,20,23
TPEE80602B,1,57,58,0,21,21,23,17,40
GEEE81504L,2,27,29,1,7,8,5,16,21
BORH050003,43,76,119,10,32,42,12,20,32
VEEE81603D,2,39,41,1,10,11,4,14,18
BOEE846027,5,65,70,1,18,19,7,20,27
MCMM81402V,11,25,36,3,8,11,5,17,22
BNTN023013,23,59,82,4,14,18,13,14,27
TOMM831025,13,40,53,4,7,11,11,29,40
